Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,143,1942,0.6
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,DR EMMANUEL JOHN MAKAIDI,NLD,M,72,1942,0.3
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,70,1942,0.3
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,AUGUSTINE LYATONGA MREMA,TLP,M,70,1942,0.3
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,PAUL HENRY KYARA,SAU,M,62,1942,0.2
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,56,1942,0.2
2371,TABORA,394,WILAYA YA TABORA,218,IGALULA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,34,1942,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,JAKAYA MRISHO KIKWETE,CCM,M,32452,2018,73.2
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,10646,2018,24
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,602,2018,1.4
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,177,2018,0.4
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,AUGUSTINE LYATONGA MREMA,TLP,M,114,2018,0.3
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,91,2018,0.2
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,81,2018,0.2
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,PAUL HENRY KYARA,SAU,M,71,2018,0.2
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,57,2018,0.1
2371,TABORA,394,WILAYA YA TABORA,219,TABORA KASKAZINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,51,2018,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,JAKAYA MRISHO KIKWETE,CCM,M,33172,1911,72.7
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,11115,1911,24.4
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,FREEMAN AIKAELI MBOWE,CHADEMA,M,732,1911,1.6
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,138,1911,0.3
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,DR EMMANUEL JOHN MAKAIDI,NLD,M,121,1911,0.3
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,97,1911,0.2
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,PAUL HENRY KYARA,SAU,M,94,1911,0.2
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,52,1911,0.1
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,45,1911,0.1
2371,TABORA,395,WILAYA YA URAMBO,220,URAMBO MAGHARIBI,AUGUSTINE LYATONGA MREMA,TLP,M,39,1911,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,JAKAYA MRISHO KIKWETE,CCM,M,30213,2674,76.7
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,8077,2674,20.5
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,FREEMAN AIKAELI MBOWE,CHADEMA,M,542,2674,1.4
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,196,2674,0.5
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,DR EMMANUEL JOHN MAKAIDI,NLD,M,99,2674,0.3
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,65,2674,0.2
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,63,2674,0.2
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,AUGUSTINE LYATONGA MREMA,TLP,M,61,2674,0.2
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,PAUL HENRY KYARA,SAU,M,40,2674,0.1
2371,TABORA,395,WILAYA YA URAMBO,221,URAMBO MASHARIKI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,32,2674,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,JAKAYA MRISHO KIKWETE,CCM,M,62575,2502,70.8
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,22855,2502,25.9
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,2106,2502,2.4
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,331,2502,0.4
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,154,2502,0.2
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,108,2502,0.1
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,99,2502,0.1
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,72,2502,0.1
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,PAUL HENRY KYARA,SAU,M,55,2502,0.1
2372,TANGA,396,JIJI LA TANGA,222,TANGA MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,45,2502,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,JAKAYA MRISHO KIKWETE,CCM,M,16188,112,83.7
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,1911,112,9.9
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,1037,112,5.4
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,50,112,0.3
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,AUGUSTINE LYATONGA MREMA,TLP,M,46,112,0.2
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,28,112,0.1
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,26,112,0.1
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,23,112,0.1
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,19,112,0.1
2372,TANGA,397,MJI WA KOROGWE,223,KOROGWE MJINI,PAUL HENRY KYARA,SAU,M,14,112,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,JAKAYA MRISHO KIKWETE,CCM,M,67811,4735,87.5
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,7649,4735,9.9
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,FREEMAN AIKAELI MBOWE,CHADEMA,M,741,4735,1
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,401,4735,0.5
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,AUGUSTINE LYATONGA MREMA,TLP,M,235,4735,0.3
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,DR EMMANUEL JOHN MAKAIDI,NLD,M,182,4735,0.2
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,PAUL HENRY KYARA,SAU,M,148,4735,0.2
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,122,4735,0.2
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,119,4735,0.2
2372,TANGA,398,WILAYA YA HANDENI,224,HANDENI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,116,4735,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,JAKAYA MRISHO KIKWETE,CCM,M,45348,2599,92.6
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,2471,2599,5
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,FREEMAN AIKAELI MBOWE,CHADEMA,M,368,2599,0.8
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,234,2599,0.5
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,AUGUSTINE LYATONGA MREMA,TLP,M,153,2599,0.3
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,140,2599,0.3
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,PAUL HENRY KYARA,SAU,M,82,2599,0.2
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,DR EMMANUEL JOHN MAKAIDI,NLD,M,76,2599,0.2
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,54,2599,0.1
2372,TANGA,399,WILAYA YA KILINDI,225,KILINDI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,40,2599,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,JAKAYA MRISHO KIKWETE,CCM,M,63732,3216,88.8
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6203,3216,8.6
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,FREEMAN AIKAELI MBOWE,CHADEMA,M,746,3216,1
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,AUGUSTINE LYATONGA MREMA,TLP,M,287,3216,0.4
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,277,3216,0.4
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,118,3216,0.2
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,DR EMMANUEL JOHN MAKAIDI,NLD,M,110,3216,0.2
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,98,3216,0.1
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,93,3216,0.1
2372,TANGA,400,WILAYA YA KOROGWE,226,KOROGWE VIJIJINI,PAUL HENRY KYARA,SAU,M,88,3216,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,JAKAYA MRISHO KIKWETE,CCM,M,39865,2416,91.2
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,2754,2416,6.3
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,343,2416,0.8
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,FREEMAN AIKAELI MBOWE,CHADEMA,M,250,2416,0.6
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,AUGUSTINE LYATONGA MREMA,TLP,M,121,2416,0.3
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,DR EMMANUEL JOHN MAKAIDI,NLD,M,102,2416,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,84,2416,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,83,2416,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,PAUL HENRY KYARA,SAU,M,59,2416,0.1
2372,TANGA,401,WILAYA YA LUSHOTO,227,BUMBULI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,50,2416,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,JAKAYA MRISHO KIKWETE,CCM,M,31033,1680,89.5
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,2956,1680,8.5
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,FREEMAN AIKAELI MBOWE,CHADEMA,M,249,1680,0.7
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,131,1680,0.4
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,AUGUSTINE LYATONGA MREMA,TLP,M,67,1680,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,PROF LEONARD KANANGWE SHAYO,MAKINI,M,60,1680,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,DR EMMANUEL JOHN MAKAIDI,NLD,M,52,1680,0.1
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,45,1680,0.1
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,40,1680,0.1
2372,TANGA,401,WILAYA YA LUSHOTO,228,LUSHOTO,PAUL HENRY KYARA,SAU,M,39,1680,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,JAKAYA MRISHO KIKWETE,CCM,M,46357,1599,88.7
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,4381,1599,8.4
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,FREEMAN AIKAELI MBOWE,CHADEMA,M,518,1599,1
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,502,1599,1
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,DR EMMANUEL JOHN MAKAIDI,NLD,M,102,1599,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,PROF LEONARD KANANGWE SHAYO,MAKINI,M,96,1599,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,92,1599,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,91,1599,0.2
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,AUGUSTINE LYATONGA MREMA,TLP,M,75,1599,0.1
2372,TANGA,401,WILAYA YA LUSHOTO,229,MLALO,PAUL HENRY KYARA,SAU,M,72,1599,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,JAKAYA MRISHO KIKWETE,CCM,M,30165,1662,77.2
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,7928,1662,20.3
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,FREEMAN AIKAELI MBOWE,CHADEMA,M,344,1662,0.9
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,AUGUSTINE LYATONGA MREMA,TLP,M,180,1662,0.5
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,167,1662,0.4
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,DR EMMANUEL JOHN MAKAIDI,NLD,M,79,1662,0.2
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,58,1662,0.1
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,57,1662,0.1
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,52,1662,0.1
2372,TANGA,403,WILAYA YA MUHEZA,230,MKINGA,PAUL HENRY KYARA,SAU,M,36,1662,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,JAKAYA MRISHO KIKWETE,CCM,M,56148,1971,87.6
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,6108,1971,9.5
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,FREEMAN AIKAELI MBOWE,CHADEMA,M,781,1971,1.2
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,AUGUSTINE LYATONGA MREMA,TLP,M,368,1971,0.6
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,218,1971,0.3
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,DR EMMANUEL JOHN MAKAIDI,NLD,M,109,1971,0.2
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,103,1971,0.2
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,PAUL HENRY KYARA,SAU,M,88,1971,0.1
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,PROF LEONARD KANANGWE SHAYO,MAKINI,M,73,1971,0.1
2372,TANGA,403,WILAYA YA MUHEZA,231,MUHEZA,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,68,1971,0.1
Region,RegionID,District,DistrictID,Const,ConstID,Candidate,Party,Sex,Valid Votes,Spoilt Votes,%
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,JAKAYA MRISHO KIKWETE,CCM,M,13282,553,75.4
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,PROF IBRAHIM HARUNA LIPUMBA,CUF,M,4044,553,22.9
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,AUGUSTINE LYATONGA MREMA,TLP,M,86,553,0.5
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,FREEMAN AIKAELI MBOWE,CHADEMA,M,85,553,0.5
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,EDMUND SENGONDO MVUNGI,NCCR-MAGEUZI,M,47,553,0.3
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,MCHUNGAJI CHRISTOPHER MTIKILA,DP,M,18,553,0.1
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,PROF LEONARD KANANGWE SHAYO,MAKINI,M,18,553,0.1
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,DR EMMANUEL JOHN MAKAIDI,NLD,M,17,553,0.1
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,ANNA CLAUDIA SENKORO,PPT-Maendeleo,F,13,553,0.1
2372,TANGA,404,WILAYA YA PANGANI,232,PANGANI,PAUL HENRY KYARA,SAU,M,11,553,0.1
